,cellid,modelname,state_sig,state_chan,MI,isolation,r,r_se,d,g,state_chan_alt
20,ele073b-c2,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,-9.02528768833131e-05,76.4,0.43500801424765995,0.018334413558107963,0.01647177966594218,-0.0041108471158232945,PASSIVE_1
21,ele071c-d1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,90.0,0.24082679202272667,0.013520006313200928,1.5560663733748354,0.5977544407873602,baseline
22,ele071c-d1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.0005751673059006755,90.0,0.24082679202272667,0.013520006313200928,-0.009171629180603613,0.018890366836854376,ACTIVE_1
23,ele071c-d1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,1.5730897026483566e-05,90.0,0.24082679202272667,0.013520006313200928,0.03301611716749351,-0.010778760359665147,PASSIVE_1
24,ele072a-d2,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,95.6,0.49165988620700823,0.0189712988941715,0.5424352172114958,0.7777976190800986,baseline
25,ele072a-d2,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.001851571108444785,95.6,0.49165988620700823,0.0189712988941715,-0.007790626838080766,0.030960132104738337,ACTIVE_1
26,ele072a-d2,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,-0.00019985125343557398,95.6,0.49165988620700823,0.0189712988941715,-0.016535940709171894,0.0219099466068184,PASSIVE_1
27,ele068a-c1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,77.8,0.5109549890542106,0.0115443735839935,0.3705939249496307,0.8865232859317622,baseline
28,ele068a-c1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,-0.0002223240527447181,77.8,0.5109549890542106,0.0115443735839935,-0.01182426491475246,0.056595423512004105,ACTIVE_1
29,ele068a-c1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,-0.00048029049727169666,77.8,0.5109549890542106,0.0115443735839935,-0.022894737775116362,0.024327408142420074,PASSIVE_1
30,ele055c-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,98.7,0.3442009762222053,0.0331043688473432,0.14783007789640845,0.9273525186455556,baseline
31,ele055c-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.04806857377678327,98.7,0.3442009762222053,0.0331043688473432,0.004563747592292344,0.041948497372436125,ACTIVE_1
32,ele055c-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,7.403132833296127e-06,98.7,0.3442009762222053,0.0331043688473432,-0.005445422872881085,-0.06667267673069933,PASSIVE_1
33,ele055c-a2,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,82.4,0.592995095852508,0.029492645308075025,0.27867711147616997,1.0080889074535142,baseline
34,ele055c-a2,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_0,0.013024071520927832,82.4,0.592995095852508,0.029492645308075025,-0.010114930388296016,0.012884715737964032,ACTIVE_0
35,ele050b-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,81.8,0.698228550873271,0.008350666514258687,1.0261546032235274,0.9501730503050665,baseline
36,ele050b-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,-0.0006173164383400401,81.8,0.698228550873271,0.008350666514258687,0.008200201566419308,0.03216460004326231,ACTIVE_1
37,ele050b-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,-0.00016606358594171836,81.8,0.698228550873271,0.008350666514258687,0.011181729627573767,-0.027007529130309554,PASSIVE_1
38,ele055a-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,95.9,0.42027109985238675,0.0181940865008361,1.23605287205276,0.6163841350989709,baseline
39,ele055a-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.019449970320674456,95.9,0.42027109985238675,0.0181940865008361,-0.020399160195007822,-0.03433806875151315,ACTIVE_1
40,ele055a-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,-0.001049203413406386,95.9,0.42027109985238675,0.0181940865008361,0.020660136223927872,0.02216885299696892,PASSIVE_1
41,ele055a-b2,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,74.1,0.32740440127834897,0.020698561162069768,0.20228219067139303,1.0771800103218898,baseline
42,ele055a-b2,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.024776768344786412,74.1,0.32740440127834897,0.020698561162069768,-0.003564917849354082,-0.18954743746643707,ACTIVE_1
43,ele055a-b2,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,-0.003256429895010283,74.1,0.32740440127834897,0.020698561162069768,-0.005635222639648235,-0.2933390882624199,PASSIVE_1
44,oni005m-13-1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,97.9,0.5680744755553807,0.025683436167215294,1.18689534044946,0.9501128630538647,baseline
45,oni005m-13-1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.005165508915738567,97.9,0.5680744755553807,0.025683436167215294,-0.11559094003071398,0.088780510828515,ACTIVE_1
46,oni005m-23-1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,85.6,0.6295320446180639,0.027838907059833735,0.023033544511743463,0.9631545865259905,baseline
47,oni005m-23-1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.007546134352710201,85.6,0.6295320446180639,0.027838907059833735,-0.007033498149061105,0.08037125851962086,ACTIVE_1
48,min024b-d1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,75.8,0.6371490274135413,0.01219443959433866,0.3652314489621097,0.9913734417961176,baseline
49,min024b-d1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,-0.0001579053120201739,75.8,0.6371490274135413,0.01219443959433866,-0.00048223888628920014,0.010998183183683776,ACTIVE_1
50,min024b-d1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,-8.083759649011091e-05,75.8,0.6371490274135413,0.01219443959433866,-0.01085155048804683,0.01187090967166198,PASSIVE_1
51,min025b-d1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,94.8,0.6183966078172574,0.013847422891746902,0.19444933215856455,1.025174255328127,baseline
52,min025b-d1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.003570829921464798,94.8,0.6183966078172574,0.013847422891746902,0.00043471284487391407,-0.047877282131978144,ACTIVE_1
53,min025b-d1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,-2.971928390282224e-05,94.8,0.6183966078172574,0.013847422891746902,0.006312452261496376,0.010353474301365137,PASSIVE_1
54,min024b-c1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,80.8,0.4981732449764812,0.013042129223486795,1.4371648786009656,1.014968544960531,baseline
55,min024b-c1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,-0.00016740362788414607,80.8,0.4981732449764812,0.013042129223486795,0.017964939787781336,-0.002920884825002126,ACTIVE_1
56,min024b-c1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,-0.00017033704650412884,80.8,0.4981732449764812,0.013042129223486795,-0.011848259666856221,-0.08882094336914956,PASSIVE_1
57,min022b-b2,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,97.7,0.7597254595843059,0.01135671678674391,0.26973733296008723,0.9953082138752981,baseline
58,min022b-b2,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.0037573402004812927,97.7,0.7597254595843059,0.01135671678674391,0.007086260660157563,0.00500031716812735,ACTIVE_1
59,min022b-b2,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,-6.673846965623767e-05,97.7,0.7597254595843059,0.01135671678674391,-0.0088493958085907,0.009596237759649615,PASSIVE_1
60,min022b-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,83.0,0.8131596001608985,0.006955111876569707,0.20392179135620755,1.0015455508918216,baseline
61,min022b-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,-0.0007066146169038619,83.0,0.8131596001608985,0.006955111876569707,0.002074984340580281,-0.008732554058375655,ACTIVE_1
62,min022b-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,0.00012118893824617238,83.0,0.8131596001608985,0.006955111876569707,-0.02132313121861091,0.016845225240788467,PASSIVE_1
63,min023b-d1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,85.6,0.5863316438861604,0.014791013984574537,0.599401682273721,0.9945329999682901,baseline
64,min023b-d1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,-0.0011391524195242177,85.6,0.5863316438861604,0.014791013984574537,0.011065490083221295,0.007976584806226686,ACTIVE_1
65,min023b-d1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,4.9954495329732095e-05,85.6,0.5863316438861604,0.014791013984574537,0.013134809774251471,0.004446648712825079,PASSIVE_1
66,ele086b-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,83.8,0.4567587641830376,0.01624671624305102,0.5020332728086367,0.9015711077721015,baseline
67,ele086b-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.03160208084219523,83.8,0.4567587641830376,0.01624671624305102,0.0006019150289535452,0.026188023882764304,ACTIVE_1
68,ele086b-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,-0.0002035301967064196,83.8,0.4567587641830376,0.01624671624305102,-0.0006984412020642602,-0.0067434396365877005,PASSIVE_1
69,ele086b-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_2,4.7881914750354136e-05,83.8,0.4567587641830376,0.01624671624305102,0.003420041291769274,0.01333865822537993,PASSIVE_2
70,ele086b-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_2,0.07256285157498377,83.8,0.4567587641830376,0.01624671624305102,-0.0028485430545248805,-0.0030475468828997836,ACTIVE_2
71,ele086b-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_3,6.221798332340057e-05,83.8,0.4567587641830376,0.01624671624305102,-0.0012976731796961825,0.05025137001637532,PASSIVE_3
72,mar010b-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,91.8,0.5943598668869452,0.019746588407890564,0.22257098011629523,1.008299550233464,baseline
73,mar010b-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,-0.03734244679185653,91.8,0.5943598668869452,0.019746588407890564,-0.014669992344530206,0.006202806642073182,ACTIVE_1
74,mar010b-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,3.856846636808343e-05,91.8,0.5943598668869452,0.019746588407890564,0.007947410899228756,0.006606298152924003,PASSIVE_1
75,min022b-d1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,85.4,0.523319430147652,0.01878584624985205,1.3197695524287212,1.0146130306167165,baseline
76,min022b-d1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.0005478557697638753,85.4,0.523319430147652,0.01878584624985205,0.011577787867966231,-0.02541251635115252,ACTIVE_1
77,min022b-d1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,-0.00021115055095353348,85.4,0.523319430147652,0.01878584624985205,0.00564491541090784,-0.0014006396748927664,PASSIVE_1
78,min023b-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,73.6,0.6659317774623811,0.014965460987763994,0.6202209115948178,0.9840151993877209,baseline
79,min023b-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.0012013188337837545,73.6,0.6659317774623811,0.014965460987763994,-0.010033835673334685,0.023954967112600308,ACTIVE_1
80,min023b-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,-4.685878573942077e-05,73.6,0.6659317774623811,0.014965460987763994,-0.0061835826988999,0.014857154969865815,PASSIVE_1
81,mar006a-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,100.0,0.4208393291500367,0.03801219701748128,0.028958483678864288,1.0121783853441297,baseline
82,mar006a-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.10489021537546156,100.0,0.4208393291500367,0.03801219701748128,0.000134642125217991,-0.011670876850069711,ACTIVE_1
83,mar006a-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,0.0001756139308069931,100.0,0.4208393291500367,0.03801219701748128,-0.0014868993395463896,0.003826051831161964,PASSIVE_1
84,mar009b-c1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,87.4,0.6196575410776727,0.010915014698351147,0.6813184956907172,1.0227321923980868,baseline
85,mar009b-c1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.04257314035150382,87.4,0.6196575410776727,0.010915014698351147,-0.0014747573283619916,-0.014048561368424788,ACTIVE_1
86,mar009b-c1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,0.00034892452650066703,87.4,0.6196575410776727,0.010915014698351147,0.007231515845013241,-0.02777527869043799,PASSIVE_1
87,min021a-a2,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,99.6,0.5438855438436909,0.02798497712799964,0.32334811565182725,1.0068456268804635,baseline
88,min021a-a2,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.0024786330161095196,99.6,0.5438855438436909,0.02798497712799964,0.009878574343758202,-0.019816329063928984,ACTIVE_1
89,min021a-a2,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,1.7878416273466737e-05,99.6,0.5438855438436909,0.02798497712799964,0.0007158517150237712,0.015269323850145941,PASSIVE_1
90,min021a-d1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,93.6,0.7295431468348634,0.0117013993448014,0.21999507534905485,0.9764019328646271,baseline
91,min021a-d1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,-0.005811226254862594,93.6,0.7295431468348634,0.0117013993448014,-0.007325565056922079,0.03539153390247227,ACTIVE_1
92,min021a-d1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,-0.002677776643132572,93.6,0.7295431468348634,0.0117013993448014,0.0022374350310590298,0.014924682034675684,PASSIVE_1
93,mar036a-c1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,82.5,0.6332649009823387,0.012313807755247357,1.0550847394764058,1.071566209326758,baseline
94,mar036a-c1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.0010750071517908538,82.5,0.6332649009823387,0.012313807755247357,0.0845535874395976,-0.06522050231068585,ACTIVE_1
95,mar036a-c1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,-0.00018618165814284456,82.5,0.6332649009823387,0.012313807755247357,-0.042680520401324445,0.05023919220067178,PASSIVE_1
96,min020a-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,75.8,0.7518784688253699,0.011748479348798265,0.30438912762980974,0.9953928842506367,baseline
97,min020a-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.011016786655984068,75.8,0.7518784688253699,0.011748479348798265,0.004255397008283054,-0.005395540698941751,ACTIVE_1
98,min020a-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,0.00014031992942346557,75.8,0.7518784688253699,0.011748479348798265,-0.01712271029387922,0.04133539031485681,PASSIVE_1
99,lim045a-24-1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,75.4,0.5341951892303245,0.017308779768079915,0.2624724483687212,0.9993898271758967,baseline
100,lim045a-24-1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,-0.0012503049110764676,75.4,0.5341951892303245,0.017308779768079915,-0.004971696552397382,0.007436976610804347,ACTIVE_1
101,lim045a-24-1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,0.0003992648439806669,75.4,0.5341951892303245,0.017308779768079915,0.010427095270953694,-0.02037566673750248,PASSIVE_1
102,lim045a-17-1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,75.5,0.44091756594682996,0.02365819762029339,0.9523962876720828,0.9153323121286098,baseline
103,lim045a-17-1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.0005113336782154622,75.5,0.44091756594682996,0.02365819762029339,-0.005863470434174971,0.1273099424522799,ACTIVE_1
104,lim045a-17-1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,0.00014603006993217532,75.5,0.44091756594682996,0.02365819762029339,0.01341026166523982,-0.04887204390570757,PASSIVE_1
105,lim045a-26-1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,71.6,0.5758207199550995,0.015683531338373514,0.989207321643524,0.977204595072817,baseline
106,lim045a-26-1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,-0.0021335437202435236,71.6,0.5758207199550995,0.015683531338373514,0.02888562590558814,0.07026746271118889,ACTIVE_1
107,lim045a-26-1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,-4.8937085125785106e-05,71.6,0.5758207199550995,0.015683531338373514,-0.058629268053241125,-0.1508919820658767,PASSIVE_1
108,ele090c-d2,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,75.8,0.39972343772909846,0.016328822946822766,0.33441613444295637,1.0726323489280487,baseline
109,ele090c-d2,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.014967980650437722,75.8,0.39972343772909846,0.016328822946822766,0.009529542303009602,-0.05127991418878902,ACTIVE_1
110,ele090c-d2,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,-0.0001276284026354098,75.8,0.39972343772909846,0.016328822946822766,0.003369856927884741,-0.04430167258142723,PASSIVE_1
111,ele089b-c2,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,84.2,0.5751575513018781,0.01950530768508276,0.12428686981099726,0.99345834250135,baseline
112,ele089b-c2,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.015939057379477668,84.2,0.5751575513018781,0.01950530768508276,-0.004362295224563656,0.09267034721364767,ACTIVE_1
113,ele089b-c2,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,0.0009478476426808719,84.2,0.5751575513018781,0.01950530768508276,-0.002494992920712557,-0.06720668113793847,PASSIVE_1
114,lim027a-16-1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,71.1,0.3295459860020581,0.018166593814608337,0.22844305547293828,0.9856213568094268,baseline
