,cellid,modelname,state_sig,state_chan,MI,isolation,r,r_se,d,g,state_chan_alt
85,BRT026c-11-2,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.beh0,pupil,0.01539041931740436,95.0,0.32294539858909116,0.02521950900861558,-0.004980101685736437,-0.03741799977994282,pupil
86,BRT026c-11-2,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.beh0,active,0.00740483889735316,95.0,0.32294539858909116,0.02521950900861558,-0.048836894355221976,0.03369155425775893,active
87,BRT026c-11-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.beh0,baseline,,95.0,0.30692826035790693,0.016548848237524755,0.027715559276667724,0.8921283572368914,baseline
88,BRT026c-11-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.beh0,pupil,-0.002278619468012636,95.0,0.30692826035790693,0.016548848237524755,0.06529858711220929,0.18399520887545118,pupil
89,BRT026c-11-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.beh0,active,-0.0024614977371031294,95.0,0.30692826035790693,0.016548848237524755,0.3328440537378046,0.6027871790115953,active
90,BRT026c-07-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.beh0,baseline,,97.9643,0.42430372938111127,0.021837475733295687,0.16385792273457164,1.2129677924081859,baseline
91,BRT026c-07-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.beh0,pupil,-0.0010575817444012532,97.9643,0.42430372938111127,0.021837475733295687,-0.11329735759197672,-0.5752189360323231,pupil
92,BRT026c-07-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.beh0,active,0.0005363925203126748,97.9643,0.42430372938111127,0.021837475733295687,0.12831566469055572,1.134337037326491,active
93,BRT026c-08-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.beh0,baseline,,95.7543,0.8677885707737681,0.007192541788002772,-0.0051249398373916025,1.0436469967421484,baseline
94,BRT026c-08-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.beh0,pupil,0.02231373112555591,95.7543,0.8677885707737681,0.007192541788002772,0.026798364434111106,-0.01975391665921941,pupil
95,BRT026c-08-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.beh0,active,-0.0009180801397755191,95.7543,0.8677885707737681,0.007192541788002772,-0.10010955260676871,-0.20902616625531473,active
96,BRT026c-05-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.beh0,baseline,,95.0,0.5030934221970675,0.019017255896948637,0.011423610755274663,1.020418603209622,baseline
97,BRT026c-05-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.beh0,pupil,0.002903438175835043,95.0,0.5030934221970675,0.019017255896948637,-0.017077279076012582,-0.0893382568335779,pupil
98,BRT026c-05-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.beh0,active,-0.0007178801766434575,95.0,0.5030934221970675,0.019017255896948637,0.03460190667538051,0.02171354216233007,active
99,BRT026c-02-2,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.beh0,baseline,,85.0,0.46121978974876693,0.020628971841685616,0.019128600524744667,1.076258865673773,baseline
100,BRT026c-02-2,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.beh0,pupil,-0.0027349079457642048,85.0,0.46121978974876693,0.020628971841685616,-0.00220422662316173,0.5522606026880557,pupil
101,BRT026c-02-2,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.beh0,active,0.0025523140691691487,85.0,0.46121978974876693,0.020628971841685616,-0.031658146111019386,0.03697101089726388,active
102,BRT026c-02-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.beh0,baseline,,95.0,0.37046853912434197,0.01575020085448726,0.0017197055180664521,1.0556204549046098,baseline
103,BRT026c-02-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.beh0,pupil,-0.0015020027859082446,95.0,0.37046853912434197,0.01575020085448726,-0.046161012637507895,0.2574522468386517,pupil
104,BRT026c-02-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.beh0,active,-0.0017040975004544274,95.0,0.37046853912434197,0.01575020085448726,0.11464168299462207,0.10068210211966115,active
105,TAR010c-27-2,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.beh0,baseline,,95.0,0.4086840695131556,0.020414892924247842,-0.009624918356865643,1.0187440700033799,baseline
106,TAR010c-27-2,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.beh0,pupil,0.0006541018581777254,95.0,0.4086840695131556,0.020414892924247842,-0.0612333671351636,0.060228957334094356,pupil
107,TAR010c-27-2,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.beh0,active,7.74390964826942e-05,95.0,0.4086840695131556,0.020414892924247842,-0.08985229663164565,0.3456705599439818,active
108,TAR010c-27-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.beh0,baseline,,99.7571,0.8263575312386913,0.008646762024253976,0.019368359910815272,1.0079132009388316,baseline
