,cellid,modelname,state_sig,state_chan,MI,isolation,r,r_se,d,g,state_chan_alt
0,ley046f-30-1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,95.0,0.32448865575115515,0.019250467389342406,2.9482401238743288,0.9861527278628586,baseline
1,ley046f-30-1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,-0.00012944982066648292,95.0,0.32448865575115515,0.019250467389342406,0.005885388621850092,0.028051549262084342,ACTIVE_1
2,ley046f-30-1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,-5.742906848341664e-05,95.0,0.32448865575115515,0.019250467389342406,-0.015325140226306742,-0.0319161875588316,PASSIVE_1
3,ley046f-01-1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,95.0,0.5341547112570331,0.012017554584822503,2.2481376458845115,1.0100208781475928,baseline
4,ley046f-01-1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,-0.0003092367684912842,95.0,0.5341547112570331,0.012017554584822503,0.004542164001618926,-0.03427001621662198,ACTIVE_1
5,ley046f-01-1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,-0.00014152000036392895,95.0,0.5341547112570331,0.012017554584822503,0.027443611578917247,0.08085822532888967,PASSIVE_1
6,BRT016f-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,95.0,0.6490892134035372,0.013780232919298684,3.112995171214112,1.0024168059105822,baseline
7,BRT016f-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,4.918674262169384e-05,95.0,0.6490892134035372,0.013780232919298684,0.017472732192168706,0.01562935431041298,ACTIVE_1
8,BRT016f-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,PASSIVE_1,-0.00024966532716966467,95.0,0.6490892134035372,0.013780232919298684,-0.02959169697791525,-0.006594534798343615,PASSIVE_1
9,BRT016f-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_2,-0.000675000122459433,95.0,0.6490892134035372,0.013780232919298684,0.0031891900364851193,-0.012185569353519093,ACTIVE_2
